filename,Key Skills,Overall Analysis,Certifications & Courses,Relevant Projects,Soft Skills,Overall Match Score,Projects Relevance Score,Experience Relevance Score,Final Score,Relative Ranking Score
resume_c818716867.pdf,"['Python', 'TensorFlow', 'NumPy', 'Pandas', 'Django', 'HTML5', 'CSS3', 'JavaScript', 'Bootstrap', 'MySQL', 'SQL', 'Machine Learning', 'Docker', 'Kubernetes', 'AWS', 'Git', 'REST API', 'Docker', 'Kubernetes', 'AWS S3', 'AWS Lambda', 'AWS EC2', 'AWS CloudWatch', 'MLflow', 'Prometheus', 'FastAPI']","The candidate’s education and certifications align well with the job description. However, some key requirements are partially matched or missing, such as experience with specific ML libraries (Pytorch, specific NLP models tuning), reinforcement learning, graph neural networks, and MLOps tools.","['Google Professional Data Analytics Certificate', 'RPA Foundation', 'Certified Specialist in RPA']",['Final year Project- Secure FIR documentation using Blockchain Technology'],"['Python', 'TensorFlow', 'Machine Learning', 'AI', 'REST API', 'MLOps', 'Cloud Services (AWS)']",6.0,3.0,5.0,270.0,46.15
resume_b1d57529d6.pdf,"['Python', 'NLP', 'Machine Learning', 'Computer Vision', 'Natural Language Processing', 'spaCy', 'T5 Transformer', 'Django', 'JavaScript', 'RESTful APIs']","Ankit Raj appears to have a strong background in computer science with a focus on AI and machine learning technologies. His experience with NLP, use of libraries like spaCy and T5 Transformer, and knowledge of Django and REST APIs are relevant to the job requirements. However, he lacks experience with Docker, Kubernetes, AWS services extensively used in the job description, and is not currently at the mid-level experience required (as indicated by the job description, he has an education experience with no explicit relevant experience).",[],"[{'Project Title': 'Voice-Driven File System Automation', 'Description': 'Developed a system using Python, spaCy, and T5 Transformer to automate file operations through voice commands.'}, {'Project Title': 'Dynamic Weather Report', 'Description': 'Created a full-stack web application using Python, Django, and JavaScript to display location-based weather data via RESTful APIs.'}]","['Problem-solving skills', 'Proficiency in Python', 'Teamwork', 'Detail-oriented', 'Continuous Learning']",6.0,4.0,3.0,250.0,41.76
resume_c5bc434afc.pdf,"['Python', 'REST API Design']","Aaditya Yadav has relevant programming skills and some project experience, but lacks direct experience in machine learning and specific requirements such as Big Data processing, NLP, and deployments in AWS SageMaker, Docker, Kubernetes, and familiarity with MLOps tools. He also does not have a Bachelor’s degree in Computer Science or a related field, which is a core requirement.",[],[],"['Teamwork', 'Communication']",3.5,4.0,3.0,250.0,41.76
resume_abcbaa82bd.pdf,"['Deep Learning', 'Machine Learning', 'CNNs', 'Transfer Learning', 'Data Augmentation', 'API Development', 'CI/CD', 'Software Development', 'Frontend Development', 'Backend Development', 'Docker']","The resume shows a strong foundation in computer science and software development, including frontend, backend, and containerization. However, the relevant experience is limited to projects and lacks direct experience with deep learning, ML workflows, and deployment in production environments as required by the job. The candidate may need further training or project experience to align more closely with the job requirements",[],['Smart Waste Segregation System'],"['Problem Solving', 'Collaboration', 'Leadership', 'Communication']",5.0,3.0,4.0,240.0,39.56
resume_b13a6b5c43.pdf,"['Python', 'Linux', 'GitHub', 'Kubernetes', 'Docker', 'Terraform', 'Redhat Linux']","The resume shows hands-on experience with AWS services, Docker, Kubernetes, and DevOps, which is relevant to the job description. However, there is a lack of direct experience with the specific tasks outlined in the job description, such as deploying deep learning models, fine-tuning NLP models, or using FastAPI. The candidate would benefit from enhanced knowledge in specific ML frameworks and programming languages like Python, specifically frameworks like TensorFlow or PyTorch.","['B.Tech in Electrical and Electronics Engineering', 'DevOps Training', 'Redhat Linux Training']","['Shell Scripting and AWS functionalities', 'Testing and Tuning with CloudWatch']",[],5.0,3.0,4.0,240.0,39.56
resume_bcd4adcbdc.pdf,"['Python', 'Machine Learning', 'TensorFlow', 'Pandas', 'NumPy', 'Machine Learning', 'ML algorithms', 'Model evaluation metrics', 'AWS', 'GIT', 'Docker', 'Kubernetes']","Sameer Krishn Sistla has a strong background in Python and machine learning, with experience in deploying models and working with AWS. However, the resume lacks direct experience in NLP, specific expertise with transformer-based models, and experience with Docker and Kubernetes. Additionally, the experience level and project focus do not fully align with the key responsibilities of the job description.",[],"['Diabetes Prediction Model', 'Optimizing Automated Vehicle Path Planning on Adverse Weather Conditions', 'Smart Energy Monitor']","['Leadership skills', 'Public speaking', 'Group discussion skills']",5.0,3.0,4.0,240.0,39.56
resume_b0e4f5f1b6.pdf,"['Python', 'ROS (Robot Operating System)', 'C++', 'MATLAB', 'SolidWorks', 'CATIA V5', 'Arduino', 'Machine Learning (Random Forest, XGBoost)', 'IoT']","Rahil Roshan's background in robotics and design software is strong, but it does not directly align with the technical requirements for an AI Engineer role. The candidate lacks experience in key areas such as deep learning, NLP, and cloud deployment, which are essential for the job.",[],"['Electromagnetic Refrigeration system for Automated baby cradle', 'Smart Irrigation System Using Machine Learning', 'Autonomous Warehouse AGV with RFID and Line Following']","['Adaptability', 'Quick Learning', 'Excellent communication skills', 'Problem-solving skills']",3.0,4.0,2.0,220.0,35.16
resume_b1b41de95b.pdf,"['Python', 'Web Development', 'Databases', 'MySQL', 'Django', 'Flask', 'Git', 'Docker', 'Machine Learning', 'Random Forest', 'Data Visualization']","The candidate has some relevant skills in programming and web development, as well as basic knowledge of machine learning and databases. However, the resume lacks detailed experience in deep learning, NLP, or deployment on AWS SageMaker, which are core requirements for the AI Engineer position.",[],"['Farmers Management System', 'E-NAM Agriculture App', 'Sign Language Translator']",[],4.0,4.0,2.0,220.0,35.16
resume_a7d66f7ef8.pdf,"['Python', 'Machine Learning', 'PostgreSQL', 'SQL', 'Git']","The candidate has relevant skills in Python, SQL, and machine learning, but lacks critical experience in deploying ML models in production, working with transformers, and utilizing specific AI frameworks. Most projects are not well-aligned with the roles key responsibilities and expertise.","['Introduction to Machine Learning Course on DataCamps(2023)', 'Introduction to Deep Learning Course on DataCamps(2024)']",['CHURN PREDICTION ML MODEL (2024) - Designed and implemented different types of machine learning models to predict customer churn using a complex dataset.'],"['Strong coding and technology foundation', 'Passionate about leveraging technical expertise to deliver impactful solutions with a focus on innovation and continuous learning']",5.0,3.0,3.0,210.0,32.97
resume_b3b4377a15.pdf,"['Python', 'Machine Learning', 'UI/UX Design', 'Web Development', 'Database Utilization']","The candidate has relevant experience in machine learning and data analysis, but lacks direct experience with deep learning, NLP, and deployment on AWS SageMaker. Their internships and projects show some competence in ML and UI/UX, but they may need additional training in AI and specific tools mentioned in the job description.",[],['Emotion Classifier'],"['Communication', 'Collaboration', 'Problem-solving']",4.0,3.0,3.0,210.0,32.97
resume_c87dc59925.pdf,"['Python', 'Numpy', 'Pandas', 'Spring Boot', 'Hibernate', 'React.js', 'Java', 'Spring Boot', 'MongoDB']","Krishna Bhagat possesses strong expertise in Java and related technologies, which is slightly outside the core requirements for an AI Engineer position that primarily involves Python for machine learning and deep learning tasks. The resume indicates a focus on software development and web applications rather than AI-specific projects. The candidate lacks direct experience in ML model deployment, MLOps tools, and NLP-related technologies, which are critical for the role.",[],[],"['Problem-solving', 'Team collaboration', 'Adaptability', 'Time management']",4.0,3.0,3.0,210.0,32.97
resume_ae668809a6.pdf,"['Python', 'Java', 'JavaScript', 'React.js', 'Node.js', 'Express.js', 'MongoDB', 'MySQL', 'AWS', 'Git', 'Tech', 'GitHub']","The candidate is proficient in various programming languages and tools, but lacks experience in specific AI/ML skills required for the job, such as NumPy, PyTorch, TensorFlow, Docker, or Kubernetes. They also do not have relevant experience in deploying ML models or working with transformers.","['AWS Certified Cloud Practitioner', 'Programming Using Java', 'Database Management System Part 1', 'Google Cyber Security']","['Time Management and Productivity App (GitHub)', 'Weather Forecast Website']","['Interpersonal skills', 'Problem-solving', 'Collaborative work', 'Independent problem-solving']",4.0,3.0,2.0,180.0,26.37
resume_b1a4d4b5c6.pdf,"['Python', 'Machine Learning', 'Data Structures', 'Embedded Systems', 'Data Science', 'OpenCV', 'Digital Signal Processing', 'VLSI Design and Testing', 'Operating Systems', 'Microprocessors', 'Digital Systems', 'Networking Basics', 'Communication Skills', 'Leadership']","The resume shows strong academic credentials, technical skills, and a foundation in machine learning and data science. However, it lacks direct experience in AI engineering roles, especially in areas such as product recommendation, personalized search, and multilingual sentiment analysis. The projects do not directly align with the key responsibilities listed in the job description.",[],['Virtual Mouse using Real Time Hand Gesture Recognition: Demonstrates experience with machine learning and computer vision using OpenCV.'],"['Adaptability', 'Time Management', 'Teamwork', 'Communication']",5.0,3.0,2.0,180.0,26.37
resume_c7672a8cc6.pdf,"['Python', 'Machine Learning', 'Deep Learning', 'Natural Language Processing', 'Data Structures/Algorithms', 'Data Analytics', 'Neural Networks', 'Transformer-based NLP models', 'Docker and Kubernetes', 'SQL', 'CI/CD practices', 'REST API design', 'AWS S3', 'AWS SageMaker', 'AWS EC2', 'AWS CloudWatch', 'FastAPI', 'MLflow', 'Prometheus', 'Git']","The applicant has a strong educational background in Computer Science with a focus on AI, coupled with relevant technical skills. However, their experience is relatively low and the projects do not specifically align with the detailed responsibilities mentioned in the job description. The candidate has specialized in areas such as EEG signal processing and multi-lingual text detection which are somewhat relevant but not directly applicable to all core requirements.",[],"['Alzheimer’s Classification using EEG', 'Abusive Tamil and Malayalam Text Detection']","['Time Management', 'Verbal and Written Communication', 'Active Listening', 'Creative Thinking', 'Decision Making', 'Self-Motivation', 'Resilience', 'Ethical Responsibility']",5.0,3.0,2.0,180.0,26.37
resume_a951d7b70a.pdf,"['Python', 'SVM', 'PAC', 'Natural Language Processing', 'Jenkins', 'Postman', 'Jira', 'Snowflake', 'Postgres', 'Agile Methodology', 'Scrum', 'Google Associate Cloud Engineer', 'NPTEL - The Joy of Computing using Python', 'SQL Essential']","Mirza Benny's skills align partially with the job requirements for an AI Engineer role. They have strong backend engineering skills, experience in development and QA, continuous delivery, and have worked with certain tools and databases. However, there is a lack of direct experience in advanced AI/ML technologies such as Deep Learning, NLP, model deployment with Docker/Kubernetes, AWS services like SageMaker, and leading experimentation cycles. The provided certifications are not directly relevant to the core responsibilities of the AI Engineer role.","['Google Associate Cloud Engineer (GCP-ACE)', 'The Joy of Computing using Python by NPTEL', 'SQL Essentials']",['Machine Learning-Based approach For Fake News Detection'],"['Backend development', 'API testing', 'Database management', 'Continous delivery', 'Continuous integration', 'Bug tracking', 'Regression testing', 'Integration testing', 'Bug reporting', 'Documentation']",4.0,2.0,3.0,170.0,24.18
resume_b07fff9e18.pdf,"['Python', 'Ansys HFSS', 'AutoCAD', 'LtSpice']",The candidate lacks significant experience and specific skills required for the AI Engineer role. The resume focuses on hardware and non-related projects with limited software or AI/ML expertise.,[],['None'],"['Content Creation', 'Social Media Management']",3.0,2.0,2.0,140.0,17.58
resume_b89d71fd29.pdf,"['Python', 'NumPy', 'Pandas', 'Data Visualization']","The resume does not match the job requirements well, as the candidate's experience is in VLSI design and not in AI or machine learning. Key responsibilities and experience related to AI, machine learning frameworks, or deployment tools are lacking.",['Advanced VLSI Design and Verification by Maven Silicon-VLSI Training'],[],['Mentorship'],3.0,1.0,2.0,100.0,8.79
resume_bac00157df.pdf,"['Python', 'Cybersecurity & OSINT', 'Penetration Testing', 'Bash Scripting', 'C, C++']","The candidate has a strong background in cybersecurity, with multiple relevant certifications and a diverse set of skills including penetration testing, scripting, and programming. However, the candidate's experience is more geared towards cybersecurity rather than AI and machine learning, which is crucial for the role of an AI Engineer. The projects and skills listed do not align closely with the core requirements of designing and deploying deep learning models, building data pipelines, or deploying models on cloud platforms.","['Practical Career Ready Professional - PCRP', 'Practical Network Penetration Tester - PNPT', 'eLearnSecurity Junior Penetration Tester - eJPTv2']",[],"['Problem-solving skills', 'Cybersecurity knowledge']",3.0,1.0,2.0,100.0,8.79
resume_bfdce71cc6.pdf,"['Python', 'AWS', 'Machine Learning', 'Docker', 'Kubernetes']","Krishna Roop Pillai has some relevant skills such as Python and AWS, but lacks critical skills like Pandas and specific ML frameworks (NumPy, PyTorch, TensorFlow) which are necessary for the AI Engineer role. Also, there is no experience with NLP or transformer models mentioned. The primary focus of the resume seems to be on mobile development and cybersecurity, rather than AI and machine learning.",[],[],"['Clarity', 'Engagement', 'Adaptable', 'Flexible', 'Public Speaking', 'Feedback Integration', 'Stress Management']",3.0,0.0,3.0,90.0,6.59
resume_cb197aac7a.pdf,"['Python', 'MySql']","The candidate is an aspiring Computer Science and Engineering student with foundational knowledge in Python, Java, and C++. However, they do not meet the experience and proficiency level required for the AI Engineer position, which requires 3-5 years of experience in AI and machine learning.","['PCAP – Python Certified Associate Programmer', 'Udemy - Advanced C Programming course by Learn Programming Academy']",[],"['Problem-Solving', 'Teamwork', 'Time Management', 'Communication', 'Leadership']",4.0,0.0,2.0,60.0,0.0
